title,price,location A,location B,location C,location D,size,lat,long
"BLOK 63, 3.5, 92m2(T+FB), V, cg, lux, 2 gar.mesta,","205.000,00 €","Beograd ","Opština Novi Beograd ",Blok 63,"Gandijeva ","92 m2
Kvadratura",44.8076454,20.3847393
"Duplex,Karaburma,Top stanje,Renoviran","94.500,00 €","Beograd ","Opština Palilula ","Karaburma ","Patrisa Lumumbe  ","63 m2
Kvadratura",44.8148787,20.5126316
"3.0 komforan stan, Blok 45","253.000,00 €","Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"Jurija Gagarina ","95 m2
Kvadratura",44.7984982,20.3742101
"ZEMUNSKI KEJ, 51M2, I, EG, UKNJ.","106.000,00 €","Beograd ","Opština Zemun ","Donji grad ","Marka Nikolića ","51 m2
Kvadratura",44.8434273,20.4157503
"KALENIĆ P., ODLIČAN ZA POSLOVNI PROSTOR, 87M2,","250.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Novopazarska ","87 m2
Kvadratura",44.8001747,20.475769
"Voždovac, FON, Bulevar oslobođenja, 4.0, 105m2","336.000,00 €","Beograd ","Opština Voždovac ","FON - Bilećka ","Bulevar oslobođenja ","105 m2
Kvadratura",44.7726817,20.4752233
"Voždovac, FON, Bulevar oslobođenja, 3.0, 82m2","246.000,00 €","Beograd ","Opština Voždovac ","FON - Bilećka ","Bulevar oslobođenja ","82 m2
Kvadratura",44.7726817,20.4752233
"Zvezdara, 71m2,3,0,1/5","133.000,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Brace Miladinov ","71 m2
Kvadratura",44.7914083,20.5023187
"Železnik, Stevana Filipovića,","39.500,00 €","Beograd ","Opština Čukarica ","Železnik ","Stevana Filipovića ","36 m2
Kvadratura",44.7252441,20.3701446
Vračar - Mileševska ID#3021,"120.000,00 €","Beograd ","Opština Vračar ","Centar ","Mileševska ","62 m2
Kvadratura",44.7992162,20.4815492
"Burgerovih, četvorosoban uknjižen stan, 95kv","84.500,00 €","Beograd ","Opština Zemun ","Zemun polje ","Burgerovih ","72 m2
Kvadratura",44.8760274,20.3254902
"SREMČICA, Sare Bernar","45.000,00 €","Beograd ","Opština Čukarica ","Sremčica ",,"63 m2
Kvadratura",44.6759957,20.3919853
Vidikovačka padina 47m2 plus terasa,"67.200,00 €","Beograd ","Opština Rakovica ","Kneževac ","Antona Čehova  ","47,28 m2
Kvadratura",45.2479154,19.8303062
"DORĆOL, 86M2, II, EG, UKNJ.","239.000,00 €","Beograd ","Opština Stari grad ","Gundulićev venac ","Venizelosova ","86 m2
Kvadratura",44.8200566,20.469415
Rakovica Vidikovačka padina,"63.000,00 €","Beograd ","Opština Rakovica ","Kneževac ","Antona Čehova  ","44 m2
Kvadratura",45.2479154,19.8303062
Vidikovačka padina 26m2 plus terasa,"41.000,00 €","Beograd ","Opština Rakovica ","Kneževac ","Antona Čehova  ","25,92 m2
Kvadratura",45.2479154,19.8303062
"Vozdovac, Banjica","130.000,00 €","Beograd ","Opština Voždovac ","Banjica ","Bulevar oslobodjenja ","77 m2
Kvadratura",44.762542,20.479201
"Železnik, Djordja Stojkovica","80.000,00 €","Beograd ","Opština Čukarica ","Železnik ","Djordja Stojkovića  ","63 m2
Kvadratura",44.7277997,20.3806172
Vračar 72m2 plus 25m2 garsonjera,"250.000,00 €","Beograd ","Opština Vračar ","Crveni krst ","Vukice Mitrović ","72 m2
Kvadratura",44.7976513,20.4812844
SREMČICA- isključivo zamena za 2.5 ili 3.0,"44.000,00 €","Beograd ","Opština Čukarica ","Sremčica ","Sare Bernar  ","44 m2
Kvadratura",44.6948681,20.3809744
"Kej Oslobođenja, KEJ, Zemun ID#2468","207.000,00 €","Beograd ","Opština Zemun ","Kej ","Kej Oslobođenja ","95 m2
Kvadratura",44.8430299,20.4156424
"NASELJE SAVA KOVAČEVIĆ, 38m2, npr, ta, uk. ID#7890","50.000,00 €","Beograd ","Opština Zemun ","Save Kovačevića ","Romanijska ","38 m2
Kvadratura",,
BEOGRAD-KIČEVSKA,"130.000,00 €","Beograd ","Opština Vračar ","Slavija ","Kičevska ","60 m2
Kvadratura",44.8029542,20.4748833
"Sava Centar, komforan troiposoban stan ID#2754","249.000,00 €","Beograd ","Opština Novi Beograd ",Blok 19a,"Milentija Popovića ","90 m2
Kvadratura",44.8072777,20.4280016
"Blok 64, 2.5, 66m2 ID#1502","127.000,00 €","Beograd ","Opština Novi Beograd ",Blok 64,"Gandijeva ","66 m2
Kvadratura",44.807272,20.3851077
Solidan stan u potkrovlju ID#98534,"70.000,00 €","Beograd ","Opština Voždovac ","Dušanovac ","Ljubićka ","53 m2
Kvadratura",44.783398,20.478166
Odičan svetao stan na odličnoj lokaciji ID#101491,"207.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Koče Kapetana ","87 m2
Kvadratura",44.8001747,20.475769
Zeleni venac- Okretnica autobusa,"79.000,00 €","Beograd ","Opština Savski venac ","Ekonomski fakultet ","Kraljevića Marka ","35 m2
Kvadratura",,
Savski trg,"120.000,00 €","Beograd ","Opština Savski venac ","Karađorđeva ","Savski trg ","61 m2
Kvadratura",44.8089586,20.4570053
Repiška ŽARKOVO Čukarica Beograd Srbija,"82.500,00 €","Beograd ","Opština Čukarica ","Žarkovo ","Repiška ","55 m2
Kvadratura",44.7610532,20.4165466
"Bežanijska kosa I MZ, Vajara Živojina Lukića, 95m2","220.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 1,"Vajara Živojina Lukića ","95 m2
Kvadratura",44.8207714,20.3902896
"Stan kod Palate pravde, Savska, 90 m2, 165.000 €","165.000,00 €","Beograd ","Opština Savski venac ","Palata pravde ","Savska ","90 m2
Kvadratura",44.8050588,20.4539077
"Blok 45, Savski kej","120.000,00 €","Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"Dr. Ivana Ribara ","46 m2
Kvadratura",44.7984982,20.3742101
NOVI BEOGRAD BLOK 29 58m2 L -162400e,"162.400,00 €","Beograd ","Opština Novi Beograd ",Blok 29,"BUL. ARSENIJA CARNOJEVICA ","58 m2
Kvadratura",44.8151207,20.4169974
"BEŽANIJA, 51M2, III, EG, UKNJ.","124.000,00 €","Beograd ","Opština Novi Beograd ","Stara Bežanija ","Pere Segedinca ","51 m2
Kvadratura",44.8102714,20.3787001
Stan na idealnoj lokaciji ID#40248,"360.000,00 €","Beograd ","Opština Stari grad ","Knez Mihailova ","Obilićev Venac ","115 m2
Kvadratura",44.8157449,20.4593895
Lux u Jove Ilica,"272.000,00 €","Beograd ","Opština Voždovac ","Jove Ilića ",,"85 m2
Kvadratura",44.7793343,20.471697
Lux u Jove Ilica,"193.000,00 €","Beograd ","Opština Voždovac ","Jove Ilića ","Jove Ilica ","60 m2
Kvadratura",44.7793343,20.471697
Lux u Jove Ilica,"240.000,00 €","Beograd ","Opština Voždovac ","Jove Ilića ",,"75 m2
Kvadratura",44.7793343,20.471697
"Novogradnja, Banovo brdo, 64 m2, 160.100 € + PDV","160.100,00 €","Beograd ","Opština Čukarica ","Banovo brdo ",,"64 m2
Kvadratura",44.7767729,20.4155629
"ZEMUN - Zemun Polje-Hitno, 56m2, I, ta, uk. ID#747","75.990,00 €","Beograd ","Opština Zemun ","Zemun polje ","Andrije Habuša ","56 m2
Kvadratura",44.8731915,20.3217566
"Novi Beograd, Dr.Ivana Ribara","145.000,00 €","Beograd ","Opština Novi Beograd ","Dr Ivana Ribara ","Dr. Ivana Ribara ","75 m2
Kvadratura",44.8000403,20.3694329
LUX-NOVOGRADNJA-84m2-sa garažnim mestom-uknjižen,"182.000,00 €","Beograd ","Opština Savski venac ","Humska ",,"84 m2
Kvadratura",44.7896754,20.459835
"Vračar, Crveni krst, Jovana Rajića, 3.0, 74m2","170.000,00 €","Beograd ","Opština Vračar ","Crveni krst ","Jovana Rajića ","74 m2
Kvadratura",44.7961918,20.4861653
"Mirijevo, Mirijevski Venac, 85m2 ID#36666","107.000,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Mirijevski Venac ","85 m2
Kvadratura",44.7914081,20.5273949
"BANOVO B., 41M2, V, CG, UKNJ.","73.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Stevana Brakusa ","41 m2
Kvadratura",44.7729312,20.4115422
"Stari grad, Trg Republike, Dositejeva, 2.0, 50m2","162.500,00 €","Beograd ","Opština Stari grad ","Trg Republike ","Dositejeva ","50 m2
Kvadratura",46.0508788,14.5009992
"Držićeva, VUKOV SPOMENIK, Zvezdara ID#2172","216.000,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","Držićeva ","85 m2
Kvadratura",44.8068906,20.4803233
"Blok 62 - odličan 2.5-s, uknjižen ID#1930","180.000,00 €","Beograd ","Opština Novi Beograd ",Blok 62,"Jurija Gagarina ","71 m2
Kvadratura",44.8039695,20.376525
"BW Eterna, najpovoljnija ponuda u BW ID#1970","264.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Bulevar Vudroa Vilsona ","86,07 m2
Kvadratura",44.8105579,20.4534753
BLOK 64 - Gandijeva ID#1133,"165.000,00 €","Beograd ","Opština Novi Beograd ",Blok 64,"Gandijeva ","88 m2
Kvadratura",44.807272,20.3851077
"Lux salonac, retko u ponudi ID#102987","237.000,00 €","Beograd ","Opština Stari grad ","Trg Republike ","Kolarčeva ","79 m2
Kvadratura",44.81573590000001,20.4607219
LUX stan kod Kalenić pijace ID#101972,"350.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Tomaša Ježa ","107 m2
Kvadratura",44.8001747,20.475769
Lux stan na izuzetnoj lokaciji ID#101982,"95.000,00 €","Beograd ","Opština Savski venac ","Klinički centar ","Kralja Milutina ","53 m2
Kvadratura",44.802936,20.4650323
"Lux stan, visok kvalitet gradnje 29m2 + 60m2 ID#10","65.000,00 €","Beograd ","Opština Zemun ","Zemun polje ","Elija Fincija ","29 m2
Kvadratura",44.8734412,20.330236
Lep i prostran stan ID#100038,"84.500,00 €","Beograd ","Opština Zemun ","Zemun polje ","Burgerovih ","95 m2
Kvadratura",44.8760274,20.3254902
Duplex u novijoj zgradi ID#99644,"79.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Cankareva ","56 m2
Kvadratura",44.7891937,20.4947692
Lux stan na dobroj lokaciji ID#99664,"305.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ","Nikolaja Krasnova ","180 m2
Kvadratura",44.7981492,20.4691058
Lux novogradnja na Dedinju ID#104008,"242.500,00 €","Beograd ","Opština Savski venac ","Dedinje ","Omladinska ","97 m2
Kvadratura",44.764881,20.4592574
Dvosoban stan u izvornom stanju ID#103860,"150.000,00 €","Beograd ","Opština Savski venac ","Centar ","Gavrila Principa ","66 m2
Kvadratura",44.8117361,20.4561673
Stan-kuca gornji Dorćol ID#107063,"134.900,00 €","Beograd ","Opština Stari grad ","Dorćol ","Gospodar Jovanova ","55 m2
Kvadratura",44.8215521,20.4598206
"Trosoban uknjižen, odmah useljiv, 80m2+40 ID#10481","99.000,00 €","Beograd ","Opština Rakovica ","Kanarevo brdo ","Petra Konjovića ","80 m2
Kvadratura",44.7524858,20.4489462
Lux novogradnja na Dedinju ID#104041,"245.000,00 €","Beograd ","Opština Savski venac ","Dedinje ","Omladinska ","98 m2
Kvadratura",44.764881,20.4592574
"Kneza Miloša - London, 150m2","450.000,00 €","Beograd ","Opština Stari grad ","London ","Kneza Miloša ","150 m2
Kvadratura",44.8083301,20.4635596
"Nov, funkcionalan trosoban stan u Rakovici","99.000,00 €","Beograd ","Opština Rakovica ","Kneževac ","Kneževačka ","59 m2
Kvadratura",44.7365405,20.4292629
"VIŠEGRADSKA, Centar, 4.0, salonac","260.000,00 €","Beograd ","Opština Savski venac ","Centar ","Višegradska ","107 m2
Kvadratura",44.8013597,20.4546331
"Naselje Stepa Stepanović,dvoiposoban 63m2, odličan","138.000,00 €","Beograd ","Opština Voždovac ","Naselje Stepa Stepanović ",2. srpske armije,"63 m2
Kvadratura",44.75355,20.49656
Miran 3.0 stan kod bazena Košutnjak. Velika terasa,"115.000,00 €","Beograd ","Opština Čukarica ","Košutnjak ","Veljka Petrovića ","93 m2
Kvadratura",44.7573279,20.423113
Dedinje. Perfektan. 4.0. Garaža + parking,"370.000,00 €","Beograd ","Opština Savski venac ","Dedinje ","Milana Blagojevića Španca ","157 m2
Kvadratura",44.7579577,20.4527633
"Nov, luksuzan četvorosoban stan kod Kalenić pijace","480.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Hadži Prodanova ","150 m2
Kvadratura",44.8013925,20.4759947
Lux duplex sa garažnim mestom ID#93257,"210.800,00 €","Beograd ","Opština Zvezdara ","Učiteljsko naselje ","Mis Irbijeve ","124 m2
Kvadratura",44.788185,20.5076159
"BEŽANIJSKA KOSA,3.0 II mz, LJUBINKE BOBIĆ,odličan","173.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 2,"Ljubinke Bobić ","83 m2
Kvadratura",44.8134561,20.3787709
"Profesorska kolonija, salonac 140m2, renoviran","315.000,00 €","Beograd ","Opština Palilula ","Botanička bašta ","Takovska ","140 m2
Kvadratura",44.8132855,20.472144
"Kotež, Veletinska, 3.0, 55m2 ID#1189","55.000,00 €","Beograd ","Opština Palilula ","Kotež ","Veletinska ","55 m2
Kvadratura",44.85071139999999,20.4697987
"Karaburma, 2.5","77.000,00 €","Beograd ","Opština Palilula ","Karaburma ",,"57 m2
Kvadratura",44.8172662,20.509558
"Zvezdara, Cvetkova pijaca, Bulevar kralja Aleksand","151.476,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Bulevar kralja Aleksandra ","58,26 m2
Kvadratura",44.7934729,20.5039658
"Zvezdara, Cvetkova pijaca, Bulevar kralja Aleksand","178.878,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Bulevar kralja Aleksandra ","85,18 m2
Kvadratura",44.7934729,20.5039658
"Zvezdara, Cvetkova pijaca, Bulevar kralja Aleksand","189.399,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Bulevar kralja Aleksandra ","90,19 m2
Kvadratura",44.7934729,20.5039658
"Zvezdara, Cvetkova pijaca, Bulevar kralja Aleksand","161.200,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Bulevar kralja Aleksandra ","62 m2
Kvadratura",44.7934729,20.5039658
"Zvezdara, Cvetkova pijaca, Bulevar kralja Aleksand","132.948,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Bulevar kralja Aleksandra ","49,24 m2
Kvadratura",44.7934729,20.5039658
"Zvezdara, Cvetkova pijaca, Bulevar kralja Aleksand","165.308,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Bulevar Kralja Aleksandra ","75,14 m2
Kvadratura",44.7934729,20.5039658
"Zvezdara, Cvetkova pijaca, Bulevar kralja Aleksand","146.529,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Bulevar kralja Aleksandra ","54,27 m2
Kvadratura",44.7934729,20.5039658
"Beograd, Karađorđev park, Stan, 4.0, 118m2","217.800,00 €","Beograd ","Opština Vračar ","Karađorđev park ","Dobropoljska ","118 m2
Kvadratura",44.7956029,20.4661123
+ VRAČAR SF 1248,"125.000,00 €","Beograd ","Opština Vračar ","Neimar ","NEBOJŠINA ","42 m2
Kvadratura",44.7949623,20.4668043
"Mirijevo, 2.5, 68m2 ID#1563","102.000,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Matice Srpske ","68 m2
Kvadratura",44.7898875,20.5264746
"Zvezdara, Bulevar kralja Aleksandra!","101.600,00 €","Beograd ","Opština Zvezdara ","Bulevar kralja Aleksandra ",,"48 m2
Kvadratura",44.7882497,20.5167404
"BW Quartet Park District, dvosoban, izuzetan","191.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",,"54,26 m2
Kvadratura",44.8125449,20.46123
"BW Terraces, perfektan apartman pored reke","955.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",,"203,15 m2
Kvadratura",44.8125449,20.46123
Beograd na vodi - pogled na reku ID#15485,"300.000,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovačka ","58 m2
Kvadratura",44.8099885,20.4501919
Novi Beograd - Blok 62 - 1.0 ID#15472,"104.550,00 €","Beograd ","Opština Novi Beograd ",Blok 62,"Jurija Gagarina ","41 m2
Kvadratura",44.8039695,20.376525
Novi Beograd - Arena - 2.0 ID#13486,"162.400,00 €","Beograd ","Opština Novi Beograd ","Arena ","Bulevar Arsenija Čarnojevića ","58 m2
Kvadratura",44.8209224,20.4015577
Jednoiposoban stan Mirijevo sa PDV-eom ID#1264,"59.550,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Vitezova Karađorđeve Zvezde ","37,22 m2
Kvadratura",44.7944542,20.5281487
"VRAČAR - Maksima Gorkog, 128m2, III, eg, lux, uk.","185.000,00 €","Beograd ","Opština Vračar ","Južni bulevar ","Maksima Gorkog ","128 m2
Kvadratura",44.79337779999999,20.4782512
Odlična lokacija ID#115550,"143.000,00 €","Beograd ","Opština Vračar ","Krunski venac ","Krunska ","52 m2
Kvadratura",44.8052638,20.4702672
"Savski venac, lux, renoviran, dupleks, ID 17869","350.000,00 €","Beograd ","Opština Savski venac ","Sarajevska ","Sarajevska ","106 m2
Kvadratura",43.8562586,18.4130763
TROSOBAN STAN I GARSONJERA NA ODLIČNOJ LOKACIJI,"193.000,00 €","Beograd ","Opština Palilula ","Cvijićeva ","Ivankovačka ","110 m2
Kvadratura",44.8088834,20.4811696
Trosoban stan novogradnja,"197.500,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Admirala Vukovića  ","79 m2
Kvadratura",44.7853608,20.4710054
Komforan četvorosoban stan u centru grada,"279.000,00 €","Beograd ","Opština Savski venac ","Sarajevska ","sarajevska ","116 m2
Kvadratura",43.8562586,18.4130763
"Dvosoban stan sa pogledom na reku, Zemunski kej","106.000,00 €","Beograd ","Opština Zemun ","Kej ","Marka Nikolića ","51 m2
Kvadratura",44.8434273,20.4157503
Odličan dvosoban stan,"177.500,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Admirala Vukovića  ","71 m2
Kvadratura",44.7853608,20.4710054
Novogradnja duplex 136m2 Autokomanda,"340.000,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Admirala Vukovića ","136 m2
Kvadratura",44.7853608,20.4710054
Odličan duplex sa pet terasa,"432.500,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Admirala Vukovića  ","173 m2
Kvadratura",44.7853608,20.4710054
"Savski venac, Dedinje, Slavka Ćuruvije, 5.0, 158m2","395.000,00 €","Beograd ","Opština Savski venac ","Dedinje ","Slavka Ćuruvije ","158 m2
Kvadratura",44.77406879999999,20.4560195
"BW, AURORA, stan, prodaja","135.000,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Bulevar Vudroa Vilsona ","28,24 m2
Kvadratura",44.8105579,20.4534753
"Arena, Blok 29, lux","162.400,00 €","Beograd ","Opština Novi Beograd ",Blok 29,"Bulevar Arsenija Čarnojevića ","58 m2
Kvadratura",44.8151207,20.4169974
"Voždovac, Jajinci- 23. Srpske udarne divizije 65m2","115.190,00 €","Beograd ","Opština Voždovac ","Jajinci ",23. Srpske udarne divizije,"65 m2
Kvadratura",44.7422868,20.4838946
"Zvezdara, Mirijevo, Roda , 2.5, 68m2","95.000,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Roda  ","68 m2
Kvadratura",44.7854051,20.5461547
"*BLOK 7 (Paviljoni), 51m2, pr, ta, uk. ID#76783","97.000,00 €","Beograd ","Opština Novi Beograd ","Paviljoni ","Luja Adamiča ","51 m2
Kvadratura",44.8333519,20.4060828
Lep 3.5 stan useljiv ID#112293,"85.000,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Ladne Vode ","90 m2
Kvadratura",44.7973324,20.5249737
Vračar - lux sredjen salonski stan ID#3019,"355.000,00 €","Beograd ","Opština Vračar ","Centar "," ","115 m2
Kvadratura",41.9953628,21.4246078
+STARI GRAD SF 12286,"339.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","DESPOTA ĐURĐA ","113 m2
Kvadratura",44.8259631,20.45994
Između Fona i Voždovacke Crkve,"68.850,00 €","Beograd ","Opština Voždovac ","Jove Ilića ","Jove Ilića ","34 m2
Kvadratura",44.7793343,20.471697
CERAK - Jablanička ID#1134,"75.000,00 €","Beograd ","Opština Čukarica ","Cerak ","Jablanička ","58 m2
Kvadratura",44.7488325,20.420022
"2.0 stan u Mirijevu, Kapetana Miloša Žunjića ID#12","80.075,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Kapetana Miloša Žunjića ","48,53 m2
Kvadratura",44.7947239,20.5400886
"3.0 stan u Mirijevu, Kapetana Miloša Žunjića ID#12","103.785,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Kapetana Miloša Žunjića ","62,91 m2
Kvadratura",44.7947239,20.5400886
"1.5 stan u Mirijevu, Kapetana Miloša Žunjića ID#12","63.631,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Kapetana Miloša Žunjića ","37,43 m2
Kvadratura",44.7947239,20.5400886
"5.0 stan u Mirijevu, Kapetana Miloša Žunjića ID#12","189.760,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Kapetana Miloša Žunjića ","118,60 m2
Kvadratura",44.7947239,20.5400886
"5.0 stan u Mirijevu, Kapetana Miloša Žunjića ID#12","131.076,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Kapetana Miloša Žunjića ","79,44 m2
Kvadratura",44.7947239,20.5400886
"Centar - Resavska, 1.0, 35m2 ID#1562","115.000,00 €","Beograd ","Opština Savski venac ","Centar ","Resavska ","35 m2
Kvadratura",44.8046468,20.4619352
"Zemun 69kvm + 0,5ari dvorišta","138.000,00 €","Beograd ","Opština Zemun ","Gornji grad ","Vlade Obradovića  ","69 m2
Kvadratura",44.8450744,20.4045867
"Arena, Bul. A. Čarnojevića, 50m2(58m2), 2.0, 6/6","162.400,00 €","Beograd ","Opština Novi Beograd ","Arena ","Bulevar Arsenija Čarnojevića ","58 m2
Kvadratura",44.8209224,20.4015577
Opstina Novi Beograd - Fontana - Studentska,"152.000,00 €","Beograd ","Opština Novi Beograd ",Blok 4 (Politehnička akademija),"Studentska ","80 m2
Kvadratura",44.8264023,20.4013869
"Lekino brdo, Kruševačka, 2.0, 61m2, 3/4, eg","112.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Kruševačka ","61 m2
Kvadratura",44.7890425,20.484261
"Kotež, Postojnska, 2.0, 51m2, vrp/2, TA","47.000,00 €","Beograd ","Opština Palilula ","Kotež ","Postojnska ","51 m2
Kvadratura",44.85071139999999,20.4697987
Stan u Beogradu,"140.000,00 €","Beograd ","Opština Zvezdara ","Lipov lad ","Radoja Domanovica ","65 m2
Kvadratura",44.7971108,20.4974147
Pomocni objekat sa placem,"65.000,00 €","Beograd ","Opština Barajevo ","Vranić ","Kosmajski partizana ","150 m2
Kvadratura",44.6026354,20.3447287
Stan na Petlovom brdu,"105.000,00 €","Beograd ","Opština Rakovica ","Petlovo brdo ","Nicifora Ninkovica ","104 m2
Kvadratura",44.7185988,20.4256642
Stan u bloku 61,"140.000,00 €","Beograd ","Opština Novi Beograd ",Blok 61,"Dr.Ivana Ribara ","75 m2
Kvadratura",44.8021686,20.3684788
Stan Cerak Vinogradi,"86.000,00 €","Beograd ","Opština Čukarica ","Cerak ","Vinogradski venac ","45 m2
Kvadratura",44.7453065,20.4152272
Stan u Zarkovu,"133.900,00 €","Beograd ","Opština Čukarica ","Žarkovo ","Kopaonicka ","103 m2
Kvadratura",44.7528178,20.4155103
Stan u Trgovackoj,"63.000,00 €","Beograd ","Opština Čukarica ","Žarkovo ","Trgovacka ","45 m2
Kvadratura",44.7605074,20.4148913
"Novogradnja, Vračar, Kalenić, 83 m2, 249.000 €","249.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca "," ","83 m2
Kvadratura",44.8001747,20.475769
"Novogradnja, Vračar, Kalenić, 98 m2, 294.000 €","294.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca "," ","98 m2
Kvadratura",44.8001747,20.475769
"Duplex, Novogradnja, Vračar, 165 m2, 469.000 €","469.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca "," ","165 m2
Kvadratura",44.8001747,20.475769
"Voždovac, Autokomanda, 97m2, 240.075 Eur","240.075,00 €","Beograd ","Opština Voždovac ","Autokomanda "," ","97 m2
Kvadratura",44.7902717,20.46634
"2.5, Miljakovac 2, 61m2 + lođa (9m2)","112.000,00 €","Beograd ","Opština Rakovica ","Miljakovac ","Nikole Marakovića ","61 m2
Kvadratura",44.7471085,20.4595309
ZELEZNIK UKNJIZEN RADNIH AKCIJA 113/73+40/ 3.0+1.5,"83.000,00 €","Beograd ","Opština Čukarica ","Železnik ","Radnih akcija ","113 m2
Kvadratura",44.7315931,20.3746318
CUKARICKA PADINA LAZAREVACKI DRUM uknjizen useljiv,"91.000,00 €","Beograd ","Opština Čukarica ","Čukarička padina ","Lazarevacki drum ","55 m2
Kvadratura",44.7791826,20.4058581
"UKNJIŽEN, 4.0 stan Borča, Karinska","99.000,00 €","Beograd ","Opština Palilula ","Borča ","Karinska ","89 m2
Kvadratura",44.8787385,20.4667137
"Novogradnja, Karaburma, 38 m2, 112.500 €","112.500,00 €","Beograd ","Opština Palilula ","Karaburma ","Vojvode Micka Krstića ","38 m2
Kvadratura",44.8156019,20.5049062
"Železnik, 161m2, novogradnja, uknjižen","171.600,00 €","Beograd ","Opština Čukarica ","Železnik ","Svete Milutinovića ","161 m2
Kvadratura",44.7157697,20.3822137
"Dedinje 4,0sob 150m2 novog.lux-nam.-povoljno!","355.900,00 €","Beograd ","Opština Savski venac ","Dedinje ",,"150 m2
Kvadratura",44.77406879999999,20.4560195
SAVSKI VENAC KLINICKI CENTAR 35m2 115000e,"115.000,00 €","Beograd ","Opština Savski venac ","Klinički centar ","RESAVSKA ","35 m2
Kvadratura",44.8011118,20.4575073
"KARABURMA, 39m2, pr, eg, uk. ID#78914","65.900,00 €","Beograd ","Opština Palilula ","Karaburma ","Srnetička ","39 m2
Kvadratura",44.8142912,20.5101591
BW Kings park – BEZ PROVIZIJE ID#2818,"225.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovačka ","55,12 m2
Kvadratura",44.8099885,20.4501919
BW Kings park – BEZ PROVIZIJE ID#2817,"269.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovačka ","78,41 m2
Kvadratura",44.8099885,20.4501919
BW Kings park – BEZ PROVIZIJE!!! ID#2815,"440.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovačka ","113,53 m2
Kvadratura",44.8099885,20.4501919
"3.0 GRANIČARSKA 100m2, SALONSKI, RENOVIRAN, II, cg","270.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ","Graničarska ","100 m2
Kvadratura",44.7981492,20.4691058
"CERAK, 2.0, 53m2, I, gas, uknjižen, 99.000 eur ID#","99.000,00 €","Beograd ","Opština Čukarica ","Cerak ","Aleksandra Đorđevića ","53 m2
Kvadratura",44.7526965,20.4236647
"Konjarnik, Vladimira Tomanovića , 55 m2, 97.000 ID","97.000,00 €","Beograd ","Opština Voždovac ","Konjarnik ","Vladimira Tomanovića ","55 m2
Kvadratura",44.7809198,20.5022385
"Arena, 2.0 lux uknjižen,terasa ID#12435","162.400,00 €","Beograd ","Opština Novi Beograd ","Arena ","Bulevar Arsenija Čarnojevića ","50 m2
Kvadratura",44.8209224,20.4015577
