title,price,location A,location B,location C,location D,location E,size,lat,long,amount
Stan na Voždovcu,"350,00 €",Serbia,"Beograd ","Opština Voždovac ","Bioskop Voždovac ","Vojvode Stepe ","53 m2
Kvadratura",44.7822375,20.4717445,2
"ZVEZDARA LION 52m2 T ,400e","400,00 €",Serbia,"Beograd ","Opština Zvezdara ","Lion ","BUL. KRALJA ALEKSANDRA ","52 m2
Kvadratura",44.7968154,20.4960362,1
Izdajem stan (Garsonjera) Ledine,"220,00 €",Serbia,"Beograd ","Opština Novi Beograd ","Ledine ",Jevrejskih zrtava 23,"30 m2
Kvadratura",44.8035245,20.3432558,5
"Izdaje se 2,0 soban stan u Bežaniji, N. Beograd","400,00 €",Serbia,"Beograd ","Opština Novi Beograd ","Stara Bežanija ","Zemunska ","56 m2
Kvadratura",44.8072486,20.3718846,1
"Crveni krst, jednoiposoban namešten, izdavanje","350,00 €",Serbia,"Beograd ","Opština Zvezdara ","Crveni krst ","Bregalnička ","43 m2
Kvadratura",44.795856,20.4882292,17
+ NOVI BEOGRAD SF 12476,"550,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"JURIJA GAGARINA ","81 m2
Kvadratura",44.7984982,20.3742101,169
- VOŽDOVAC SF 12482,"380,00 €",Serbia,"Beograd ","Opština Voždovac ",Medaković 3,"BRAĆE SRNIĆA ","65 m2
Kvadratura",44.7722771,20.5079556,2
- VOŽDOVAC SF 12481,"300,00 €",Serbia,"Beograd ","Opština Voždovac ","Naselje Stepa Stepanović ","GENERALA LJUBOMIRA MILIĆA ","38 m2
Kvadratura",44.75355,20.49656,3
+ ZVEZDARA SF 12479,"230,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ","ŠEJKINA ","38 m2
Kvadratura",44.7854051,20.5461547,175
- NOVI BEOGRAD SF 12478,"450,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 29,"BULEVAR ARSENIJA ČARNOJEVIĆA ","65 m2
Kvadratura",44.8157598,20.4171526,4
+ SAVSKI VENAC SF 12489,"2.600,00 €",Serbia,"Beograd ","Opština Savski venac ","Centar ","KNEZA MILOŠA ","240 m2
Kvadratura",44.8118107,20.4562265,164
+ SAVSKI VENAC SF 12488,"1.500,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","MILOJA ĐAKA ","88 m2
Kvadratura",44.7740688,20.4560195,350
- ZVEZDARA SF 12486,"300,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ","MARIJE CRNOBORI ","40 m2
Kvadratura",44.7854051,20.5461547,175
- VOŽDOVAC SF 12474,"360,00 €",Serbia,"Beograd ","Opština Voždovac ","Kumodraž ","BULEVAR PEKA DAPČEVIĆA ","75 m2
Kvadratura",44.7394333,20.5098129,1
"Garsonjera, Vracar","200,00 €",Serbia,"Beograd ","Opština Vračar ","Bulevar kralja Aleksandra ","Resavska ","23 m2
Kvadratura",44.8027133,20.4820642,1
Stan na odličnoj lokaciji za izdavanje ID#27786,"450,00 €",Serbia,"Beograd ","Opština Stari grad ","Knez Mihailova ","Vase Čarapića ","50 m2
Kvadratura",44.8177356,20.4569894,5
Stan Vozdovac,"250,00 €",Serbia,"Beograd ","Opština Voždovac ","Braće Jerković ","Braće Jerković ","45 m2
Kvadratura",44.7705535,20.4943111,10
"Tašmajdan - Ilije Garašanina,47m2 ID#2808","750,00 €",Serbia,"Beograd ","Opština Palilula ","Tašmajdan ","Ilije Garašanina ","47 m2
Kvadratura",44.8090071,20.4705836,162
"Fenomenalan, renoviran, veliki stan na top lokacij","3.500,00 €",Serbia,"Beograd ","Opština Palilula ","Bulevar despota Stefana ","Ivankovačka ","204 m2
Kvadratura",44.8173075,20.4795778,2
"4.0 Tašmajdan, Svetozara Markovića, 110m2","1.000,00 €",Serbia,"Beograd ","Opština Vračar ","Centar ","Svetozara Markovića ","110 m2
Kvadratura",44.7995311,20.475025,2
"Izdaje 4.0-140kv,nov,luksuzan stan kod hrama","1.500,00 €",Serbia,"Beograd ","Opština Vračar ","Hram svetog Save ","STOJANA PROTIĆA ","140 m2
Kvadratura",44.7981492,20.4691058,11
Izdajem stan u Malom Mokrom Lugu 40m2,"200,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mali Mokri Lug ",20. Oktobar 40a,"40 m2
Kvadratura",44.7744443,20.53607,2
"Lux,Duplex 4.5-160kv,garaza-100E","1.350,00 €",Serbia,"Beograd ","Opština Palilula ","Bogoslovija ","BORE VUKMIROVIĆA  ","160 m2
Kvadratura",44.8151594,20.488473,3
KNEZA MILOŠA RESIDENCE-sa garažom,"1.950,00 €",Serbia,"Beograd ","Opština Savski venac ","Kneza Miloša ","Vojvode Milenka ","84 m2
Kvadratura",44.8083301,20.4635596,4
Stari Grad - Dorćol - 5.0 ID#13866,"1.500,00 €",Serbia,"Beograd ","Opština Stari grad ","Dorćol ","Gospodar Jevremova ","87 m2
Kvadratura",44.8252158,20.460523,333
"Centar, Vojvode Dobrnjca, nesvakidašnji stan! ID#2","1.200,00 €",Serbia,"Beograd ","Opština Stari grad ","Dorćol ","Vojvode Dobrnjca ","127 m2
Kvadratura",44.8252158,20.460523,333
Izdavanje poslovnog prostora u Vojislava Ilica ID,"600,00 €",Serbia,"Beograd ","Opština Voždovac ","Centar "," ","135 m2
Kvadratura",44.7761819,20.477074,1
"Đeram pijaca, 1.5 namešten ID#14067","350,00 €",Serbia,"Beograd ","Opština Zvezdara ","Đeram pijaca ","Banjska ","37 m2
Kvadratura",44.8013332,20.4872266,5
"Svetotrojčina, ZEMUN-CARA DUŠANA, Zemun ID#1679","1.200,00 €",Serbia,"Beograd ","Opština Zemun ","Cara Dušana ","Svetotrojčina ","100 m2
Kvadratura",44.8544096,20.3886462,1
izdajem jednoiposoban namesten stan,"200,00 €",Serbia,"Beograd ","Opština Zvezdara ","Kluz ","ruze jovanovic ","35 m2
Kvadratura",44.7897293,20.5168098,1
Konjarnik - Milića Rakića 43kvm+L,"250,00 €",Serbia,"Beograd ","Opština Zvezdara ","Konjarnik ","Milića Rakića ","43 m2
Kvadratura",44.7827202,20.5067648,6
Belvil-Đorđa Stanojevića,"1.200,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 67 (Belvil),"Đorđa Stanojevića ","107 m2
Kvadratura",44.8060321,20.4092411,10
"Filmski grad, jednosoban 40 kvm","250,00 €",Serbia,"Beograd ","Opština Čukarica ","Filmski grad ","Arčibalda Rajsa ","40 m2
Kvadratura",44.7532443,20.4316466,1
"Blok 29, renoviran, odličan, ID 17860","450,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 29,"Bulevar Arsenija Čarnojevića ","65 m2
Kvadratura",44.8157598,20.4171526,4
- ZVEZDARA SF 8536,"400,00 €",Serbia,"Beograd ","Opština Zvezdara ","Bulbulder ","ĐURIĆEVA ","36 m2
Kvadratura",44.8028978,20.492606,3
+ VOŽDOVAC SF 593,"1.200,00 €",Serbia,"Beograd ","Opština Voždovac ","Lekino brdo ","BRAĆE KOVAČ ","72 m2
Kvadratura",44.7891937,20.4947692,7
"Savski Venac (Beograd), Senjak, Stan, 4, 172m2","3.250,00 €",Serbia,"Beograd ","Opština Savski venac ","Senjak "," ","172 m2
Kvadratura",44.7921816,20.4375457,8
"Neimar, 1.0 namešten ID#14065","300,00 €",Serbia,"Beograd ","Opština Vračar ","Neimar ","Šumatovačka ","20 m2
Kvadratura",44.7945158,20.4695084,164
Lep mladalacki stan,"250,00 €",Serbia,"Beograd ","Opština Palilula ","Krnjača ",Save Kovačevica 39,"35 m2
Kvadratura",44.8475573,20.5185941,3
Stan se nalazi u naselju Kotez opstina Palilula,"160,00 €",Serbia,"Beograd ","Opština Palilula ","Krnjača ","Osma Sutjeska ","28 m2
Kvadratura",44.8475573,20.5185941,3
Izdajem 2.5 stan u Zemun polju.,"250,00 €",Serbia,"Beograd ","Opština Zemun ","Zemun polje ",Bertranda Rasela 30,"52 m2
Kvadratura",44.8713495,20.3229809,4
PARK APARTMANI - 2.0 sa garažom,"650,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 19a,"Vladimira Popovića ","55 m2
Kvadratura",44.8062034,20.4295152,2
Stan 40m2 na Crvenom Krstu,"250,00 €",Serbia,"Beograd ","Opština Vračar ","Crveni krst ","Todora od Stalaca ","40 m2
Kvadratura",44.795856,20.4882292,17
JEDNOIPOSOBAN 35M2 NIKSICKA VOZDOVAC,"380,00 €",Serbia,"Beograd ","Opština Voždovac ","FON - Bilećka ","NIKSICKA ","35 m2
Kvadratura",44.7726817,20.4752233,3
Beograd na vodi - BW Aurora sa gar. mestom ID#2408,"1.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Bulevar Vudroa Vilsona ","55 m2
Kvadratura",44.8048828,20.448043,31
"2.5 stan na Vračaru, Kneginje Zorke ID#1221","750,00 €",Serbia,"Beograd ","Opština Vračar ","Slavija ","Kneginje Zorke ","66 m2
Kvadratura",44.8027838,20.465944,6
"Blok 45, 3.0 namešten ID#14064","450,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"Jurija Gagarina ","56 m2
Kvadratura",44.7984982,20.3742101,169
Lux stan na Dedinju ID#12190,"1.700,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Velisava Vulovića ","148 m2
Kvadratura",44.7740688,20.4560195,350
"Stan u Mirijevu, u potkrovlju","250,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ","Heroja Nebojše Živančevića(Mihaila Bulgakova) ","35 m2
Kvadratura",44.7854051,20.5461547,175
"BW Terraces Lux 2.0-71kv,Bazen,garaza","1.500,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","HERCEGOVAČKA ","71 m2
Kvadratura",44.8048828,20.448043,31
"BW Magnolia Lux 2.0-65kv,garaza-100E,NEPUSACIMA","1.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovacka ","65 m2
Kvadratura",44.8048828,20.448043,31
"Mirijevo, 1.0","250,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ","Ljubiše Miodragovića ","27 m2
Kvadratura",44.7854051,20.5461547,175
"SKUPŠTINA, salonski, 6.0, 154 (3T)","1.000,00 €",Serbia,"Beograd ","Opština Stari grad ","Skupština ","Kondina  ","154 m2
Kvadratura",44.8115854,20.4658261,166
"STARI GRAD, Simina - KLUB KNJIŽEVNIKA, 150, 1/2","1.500,00 €",Serbia,"Beograd ","Opština Stari grad ","Knez Mihailova ","Simina ","150 m2
Kvadratura",44.8177356,20.4569894,5
"Karaburma, renoviran, polunamešten, ID 17858","200,00 €",Serbia,"Beograd ","Opština Palilula ","Karaburma ","Pabla Nerude ","33 m2
Kvadratura",44.8172662,20.509558,6
- STARI GRAD SF 12139,"500,00 €",Serbia,"Beograd ","Opština Stari grad ","Centar ","KNEGINJE LJUBICE ","48 m2
Kvadratura",44.8184554,20.4643411,14
+ ZVEZDARA SF 3237,"1.600,00 €",Serbia,"Beograd ","Opština Zvezdara ","Zvezdarska šuma ","BORE PRODANOVIĆA ","140 m2
Kvadratura",44.8008537,20.5132406,1
- ZVEZDARA SF 12467,"350,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ","DANILOVA ","55 m2
Kvadratura",44.7854051,20.5461547,175
- VOŽDOVAC SF 12460,"300,00 €",Serbia,"Beograd ","Opština Voždovac ","Braće Jerković ","MATE MILOŠEVIĆA ","60 m2
Kvadratura",44.7705535,20.4943111,10
+NOVI BEOGRAD SF 12465,"550,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"JURIJA GAGARINA ","81 m2
Kvadratura",44.7984982,20.3742101,169
- SAVKI VENAC SF 12468,"450,00 €",Serbia,"Beograd ","Opština Savski venac ","Senjak ","BULEVAR VOJVODE MIŠIĆA ","22 m2
Kvadratura",44.7921816,20.4375457,8
- VOŽDOVAC SF 1820,"350,00 €",Serbia,"Beograd ","Opština Voždovac ","Voždovačka crkva ","BJELOVARSKA ","45 m2
Kvadratura",44.779525,20.4711979,1
- VOŽDOVAC SF 12225,"350,00 €",Serbia,"Beograd ","Opština Voždovac ","Braće Jerković ","ZAPLANJSKA ","66 m2
Kvadratura",44.7705535,20.4943111,10
- VOŽDOVAC SF 12224,"400,00 €",Serbia,"Beograd ","Opština Voždovac ","Autokomanda ","BOŽE JANKOVIĆA ","26 m2
Kvadratura",44.7902717,20.46634,4
- ZVEZDARA SF 12230,"400,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ","KSENIJE ATANASIJEVIĆ ","61 m2
Kvadratura",44.7854051,20.5461547,175
#31267, Izdavanje, Stan, DEDINJE BELI DVOR, 1100 E
#43303, Izdavanje, Stan, HRAM SVETOG SAVE, 950 EUR
#43301, Izdavanje, Stan, LEKINO BRDO, 1500 EUR
TOWER 65-LUX stan sa prelepim pogledom i garažom,"3.500,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 65," ","96 m2
Kvadratura",44.8126665,20.3980309,12
Stan u Žarkovu,"300,00 €",Serbia,"Beograd ","Opština Čukarica ","Žarkovo ","Arčibalda rajsa ","70 m2
Kvadratura",44.7615346,20.4130631,3
#38087, Izdavanje, Stan, KNEZ MIHAILOVA, 2500 EUR
"Vračar, Kalenić pijaca, Mileševska, 3.0, 73m2","1.100,00 €",Serbia,"Beograd ","Opština Vračar ","Kalenić pijaca ","Mileševska ","73 m2
Kvadratura",44.8001747,20.475769,170
"Zemun, Zelena avenija, 150 m2, 1.250 €","1.250,00 €",Serbia,"Beograd ","Opština Zemun ","Centar ","Džordža Vašingtona ","150 m2
Kvadratura",44.9062467,20.2753092,2
"Belvil, lux, novogradnja, parking, ID 11498","1.000,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 67 (Belvil),"Jurija Gagarina ","45 m2
Kvadratura",44.8060321,20.4092411,10
- VRACAR SF 609,"1.100,00 €",Serbia,"Beograd ","Opština Vračar ","Kalenić pijaca ","Mileševska ","73 m2
Kvadratura",44.8001747,20.475769,170
-NOVI BEOGRAD SF 608,"450,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"JURIJA GAGARINA ","56 m2
Kvadratura",44.7984982,20.3742101,169
+ NOVI BEOGRAD SF 611,"1.000,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 67 (Belvil),"JURIJA GAGARINA ","45 m2
Kvadratura",44.8060321,20.4092411,10
- VOZDOVAC SF 607,"430,00 €",Serbia,"Beograd ","Opština Voždovac ","Banjica ","Paunova ","84 m2
Kvadratura",44.7621061,20.4683341,6
- VOZDOVAC SF 610,"800,00 €",Serbia,"Beograd ","Opština Voždovac ","Beli potok ","jovana deretica ","135 m2
Kvadratura",44.7061419,20.5199615,1
- VOZDOVAC SF 603,"300,00 €",Serbia,"Beograd ","Opština Voždovac ","Naselje Stepa Stepanović ","Generala Ljubomira Milića ","38 m2
Kvadratura",44.75355,20.49656,3
- STARI GRAD SF 606,"600,00 €",Serbia,"Beograd ","Opština Stari grad ","Centar ","BRAĆE BARUH ","56 m2
Kvadratura",44.8184554,20.4643411,14
- SAVSKI VENAC SF 612,"1.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","MILOJA ĐAKA ","88 m2
Kvadratura",44.7740688,20.4560195,350
- ZVEZDARA SF 605,"400,00 €",Serbia,"Beograd ","Opština Zvezdara ","Bulbulder ","ĐURIĆEVA ","36 m2
Kvadratura",44.8028978,20.492606,3
"Beograd, Lekino Brdo, Stan, 4.0, 166m2","2.000,00 €",Serbia,"Beograd ","Opština Voždovac ","Lekino brdo ","Vojislava Nanovića ","166 m2
Kvadratura",44.7891937,20.4947692,7
Potpuno NOV neuseljavan stan sa predivnim pogledom,"600,00 €",Serbia,"Beograd ","Opština Voždovac ","FON - Bilećka ","Vojvode Stepe Stepanovića ","81 m2
Kvadratura",44.7726817,20.4752233,3
Augusta Cesarca DEDINJE Savski venac Beograd Sr...,"800,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Augusta Cesarca ","73 m2
Kvadratura",44.7740688,20.4560195,350
Bulevar Milutina Milankovića BLOK 24 Novi Beogr...,"300,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 24 (Super Vero),"Bulevar Milutina Milankovića ","33 m2
Kvadratura",44.8100237,20.4175168,2
Centar - Djeram ID#46826,"350,00 €",Serbia,"Beograd ","Opština Zvezdara ","Đeram pijaca ","Banjska ","36 m2
Kvadratura",44.8013332,20.4872266,5
"Blok 24, Milutina Milankovića, 42m2+T, 2/5","800,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 24 (Super Vero),"Milutina Milankovića ","42 m2
Kvadratura",44.8100237,20.4175168,2
"Centar, Bulevar despota Stefana, 75m2+T, 4/6","550,00 €",Serbia,"Beograd ","Opština Stari grad ","Centar ","Bulevar despota Stefana ","75 m2
Kvadratura",44.8184554,20.4643411,14
Širi centar - Brace Jerkovic ID#2146824,"320,00 €",Serbia,"Beograd ","Opština Voždovac ","Braće Jerković ","Braće Jerković ","52 m2
Kvadratura",44.7705535,20.4943111,10
Izdajem dvosoban stan u kuci,"250,00 €",Serbia,"Beograd ","Opština Zemun ","Gornji grad ","dunavska ","50 m2
Kvadratura",44.8596448,20.3767304,7
Svetao JEFTIN stan kod hotela Srbija,"280,00 €",Serbia,"Beograd ","Opština Voždovac ","Šumice ","Rimska ","38 m2
Kvadratura",44.7856266,20.4912167,3
"Beautiful apartment with garage space , furnished","1.200,00 €",Serbia,"Beograd ","Opština Vračar ","Kalenić pijaca ","Patrijarha Gavrila  ","80 m2
Kvadratura",44.8001747,20.475769,170
Centar - Vracar ID#2146822,"700,00 €",Serbia,"Beograd ","Opština Vračar ","Crveni krst ","Vojislava Ilića ","47 m2
Kvadratura",44.795856,20.4882292,17
Širi centar - Brace Jerkovic ID#2146823,"800,00 €",Serbia,"Beograd ","Opština Voždovac ","Braće Jerković ","Vojvode Vlahovića ","135 m2
Kvadratura",44.7705535,20.4943111,10
"Beograd, Savski venac, Dedinje","1.500,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Miloja Đaka ","140 m2
Kvadratura",44.7740688,20.4560195,350
"Autokomanda, lux, novogradnja, dve garaža, ID17389","2.500,00 €",Serbia,"Beograd ","Opština Voždovac ","Autokomanda ","Jove Ilića ","164 m2
Kvadratura",44.7902717,20.46634,4
"Centar, lux, salonac, može i pp, ID 11337","1.150,00 €",Serbia,"Beograd ","Opština Stari grad ","Centar ","Vuka Karadžića ","98 m2
Kvadratura",44.8184554,20.4643411,14
"Senjak, renoviran, komforan, ID 5348","1.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Aleksandra Stambolijskog ","130 m2
Kvadratura",44.7740688,20.4560195,350
Stan na Ledinama,"260,00 €",Serbia,"Beograd ","Opština Novi Beograd ","Ledine ",Tomasa Mana 15g,"45 m2
Kvadratura",44.8035245,20.3432558,5
Prizemlje kuce Banjica 2,"250,00 €",Serbia,"Beograd ","Opština Voždovac ","Banjica ",Porodice Trajkovic 24/m,"60 m2
Kvadratura",44.7621061,20.4683341,6
Ekskluzivni stanovi na Vracaru/ Cena sa svim trosk,"2.000,00 €",Serbia,"Beograd ","Opština Vračar ","Hram svetog Save ","Cara Nikolaja ","100 m2
Kvadratura",44.7981492,20.4691058,11
"Stan na dan, Beograd, Rakovica, Kneževačka 16 b","25,00 €",Serbia,"Beograd ","Opština Rakovica ","Kneževac ","Kneževačka  ","40 m2
Kvadratura",44.7318473,20.4298488,1
"WEST 65, 53M2, I, CG,","1.200,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 65,"Tadije Sondermajera ","53 m2
Kvadratura",44.8126665,20.3980309,12
"ZEMUN-CETINJSKA, 22M2, I, TA","200,00 €",Serbia,"Beograd ","Opština Zemun ","Ćukovac ","Cetinjska-Zemun ","22 m2
Kvadratura",44.8456972,20.4057772,1
Izdajem stan 55m,"170,00 €",Serbia,"Beograd ","Opština Palilula ","Borča ",Milana Ajvaza 25,"55 m2
Kvadratura",44.8787385,20.4667137,4
"Kula West65 dvosoban stan, juzni 55m2","1.350,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 65," ","55 m2
Kvadratura",44.8126665,20.3980309,12
"Kula West65 4soban stan, dvostran 122m2","2.700,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 65," ","122 m2
Kvadratura",44.8126665,20.3980309,12
"IZDAJE SE LUX 4.5-130KV,NOV,GARAZA","1.200,00 €",Serbia,"Beograd ","Opština Palilula ","Centar ","SVETOZARA ĆOROVIĆA  ","130 m2
Kvadratura",44.9398868,20.4626509,2
"Lux 2.0-45kv,nov,bazen,obezbedjenje","700,00 €",Serbia,"Beograd ","Opština Vračar ","Crveni krst ","VOJISLAVA ILIĆA ","45 m2
Kvadratura",44.795856,20.4882292,17
"Izdaje se lux-2.5-150kv, penthouse,garaza","1.800,00 €",Serbia,"Beograd ","Opština Vračar ","Hram svetog Save ","MUTAPOVA ","150 m2
Kvadratura",44.7981492,20.4691058,11
Širi centar - Medakovic ID#2146227,"800,00 €",Serbia,"Beograd ","Opština Voždovac ",Medaković 1,Mitrovo brdo Nova 1,"150 m2
Kvadratura",44.7757766,20.505115,2
Centar - Slavija ID#45898,"500,00 €",Serbia,"Beograd ","Opština Vračar ","Slavija ","Svetozara Markovica ","120 m2
Kvadratura",44.8027838,20.465944,6
"Izdaje se 2.5-90kv,garaza,Obezbedjenje 24h","1.300,00 €",Serbia,"Beograd ","Opština Vračar ","Hram svetog Save ","MUTAPOVA  ","90 m2
Kvadratura",44.7981492,20.4691058,11
"Izdaje se lux,2.5-100kv,garaza,sa svim troskovima","2.000,00 €",Serbia,"Beograd ","Opština Vračar ","Čubura ","Cara Nikolaja II  ","100 m2
Kvadratura",44.7954768,20.4773131,165
"Lux,3.5-140kv,sa svim troskovima,nov,garaza","2.800,00 €",Serbia,"Beograd ","Opština Vračar ","Čubura ","Cara Nikolaja II  ","140 m2
Kvadratura",44.7954768,20.4773131,165
"Lux 3.5-125kv,nov,sa svim troskovima,garaza","2.500,00 €",Serbia,"Beograd ","Opština Vračar ","Čubura ","Cara Nikolaja II  ","125 m2
Kvadratura",44.7954768,20.4773131,165
"Karaburma, Husinskih rudara, izdavanje, dupleks","280,00 €",Serbia,"Beograd ","Opština Palilula ","Karaburma ","Husinskih rudara ","60 m2
Kvadratura",44.8172662,20.509558,6
"Dvosoban stan,na kraći ili duži period","1.000,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 67 (Belvil),Jurija Gagarina 14,"45 m2
Kvadratura",44.8060321,20.4092411,10
"Gavrila Principa, 7 kanc,garaža ID#1079","2.600,00 €",Serbia,"Beograd ","Opština Stari grad ","Zeleni venac "," ","235 m2
Kvadratura",44.8120378,20.4582228,2
"Izdajem namesten stan,novogradnja, Cvetkova pijaca","250,00 €",Serbia,"Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Paje Jovanovica  ","40 m2
Kvadratura",44.7929494,20.5037812,3
"Voždovac - Vojvode Stepe, LUX 160m2 ID#2406","1.300,00 €",Serbia,"Beograd ","Opština Voždovac ","Vojvode Stepe ","Vojvode Stepe ","160 m2
Kvadratura",44.7753641,20.4753125,164
"Beograd, Krunska, Stan, 3.0, 80m2","780,00 €",Serbia,"Beograd ","Opština Vračar ","Krunska ","Krunska ","80 m2
Kvadratura",44.8052638,20.4702672,162
- VRAČAR SF 346,"350,00 €",Serbia,"Beograd ","Opština Vračar ","Čubura ","daničareva ","21 m2
Kvadratura",44.7954768,20.4773131,165
- STARI GRAD SF 600,"500,00 €",Serbia,"Beograd ","Opština Stari grad ","Dorćol ","VENIZELOSOVA ","38 m2
Kvadratura",44.8252158,20.460523,333
- ZVEZDARA SF 602,"480,00 €",Serbia,"Beograd ","Opština Zvezdara ","Vukov Spomenik ","ČELOPEČKA ","55 m2
Kvadratura",44.8046413,20.4832729,164
"Bežanijska kosa, Nedeljka Gvozdenovića, 41m2, 300€","300,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Bežanijska kosa 3,"Nedeljka Gvozdenovića ","41 m2
Kvadratura",44.8200035,20.3796226,162
- VRACAR SF 587,"700,00 €",Serbia,"Beograd ","Opština Vračar ","Kalenić pijaca ","NJEGOSEVA ","51 m2
Kvadratura",44.8001747,20.475769,170
"Odličan salonac, sa dva parking mesta ID#2401","1.200,00 €",Serbia,"Beograd ","Opština Palilula ","Tašmajdan ","Ivankovačka ","144 m2
Kvadratura",44.8090071,20.4705836,162
"Topčiderska zvezda, stan okružen zelenilom ID#3343","800,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Augusta Cesarca ","73 m2
Kvadratura",44.7740688,20.4560195,350
"Nebojšina, 2.5 lep polunamešten ID#1258","500,00 €",Serbia,"Beograd ","Opština Vračar ","Južni bulevar ","Nebojšina ","63 m2
Kvadratura",44.793588,20.4809591,166
Širi centar - Savski Venac Dedinje ID#43690,"1.500,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Miloja Đaka ","110 m2
Kvadratura",44.7740688,20.4560195,350
Heart of Beograd 1 bed Apartment,"270,00 €",Serbia,"Beograd ","Opština Stari grad ","Dorćol ","Gundulicev Venac ","31 m2
Kvadratura",44.8252158,20.460523,333
"Franš, Bokeljska, novo, 2.0 48m2, 1/6, namešten, u","500,00 €",Serbia,"Beograd ","Opština Vračar ","Neimar ","Bokeljska ","48 m2
Kvadratura",44.7945158,20.4695084,164
Novi Beograd - Blok 45 ID#2046817,"450,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"Jurija Gagarina ","56 m2
Kvadratura",44.7984982,20.3742101,169
"Kneza Miloša - Duplex, 240m2 ID#2779","2.600,00 €",Serbia,"Beograd ","Opština Savski venac ","Centar ","Kneza Miloša ","240 m2
Kvadratura",44.8118107,20.4562265,164
"Bulevar kralja Aleksandra, 45m2","420,00 €",Serbia,"Beograd ","Opština Zvezdara ","Bulevar kralja Aleksandra ","Bulevar kralja Aleksandra ","45 m2
Kvadratura",44.784341,20.5195324,162
Izdavanje stana,"230,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ",Jelisavete Andrejevic(okretnica 46),"44 m2
Kvadratura",44.7854051,20.5461547,175
"MAJKE JEVROSIME, 4.5. SP1-POSLOVNI PROSTOR","700,00 €",Serbia,"Beograd ","Opština Stari grad ","Skupština ","Majke Jevrosime ","80 m2
Kvadratura",44.8115854,20.4658261,166
"Voždovac - Vojvode Stepe, LUX 160m2 ID#2406","1.300,00 €",Serbia,"Beograd ","Opština Voždovac ","Vojvode Stepe ","Vojvode Stepe ","160 m2
Kvadratura",44.7753641,20.4753125,164
"Beograd, Krunska, Stan, 3.0, 80m2","780,00 €",Serbia,"Beograd ","Opština Vračar ","Krunska ","Krunska ","80 m2
Kvadratura",44.8052638,20.4702672,162
- VRAČAR SF 346,"350,00 €",Serbia,"Beograd ","Opština Vračar ","Čubura ","daničareva ","21 m2
Kvadratura",44.7954768,20.4773131,165
- STARI GRAD SF 600,"500,00 €",Serbia,"Beograd ","Opština Stari grad ","Dorćol ","VENIZELOSOVA ","38 m2
Kvadratura",44.8252158,20.460523,333
- ZVEZDARA SF 602,"480,00 €",Serbia,"Beograd ","Opština Zvezdara ","Vukov Spomenik ","ČELOPEČKA ","55 m2
Kvadratura",44.8046413,20.4832729,164
